route_b_item,route_b_store,date,predicted_sales,forecast_source,actual_sales
FOODS_3_189,CA_2,2015-12-02,2.3428385257720947,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2015-12-03,2.6073861122131348,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-04,2.0951414108276367,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-05,3.3896143436431885,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-06,3.781477689743042,semantic_topk_model_transfer,7
FOODS_3_189,CA_2,2015-12-07,2.2250537872314453,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2015-12-08,2.0799379348754883,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2015-12-09,2.2074949741363525,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-10,2.0857765674591064,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-11,2.52553129196167,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-12,3.7120394706726074,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-13,3.4266397953033447,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-14,2.0091519355773926,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-15,2.187983751296997,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2015-12-16,2.0603668689727783,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-17,1.9178731441497803,semantic_topk_model_transfer,5
FOODS_3_189,CA_2,2015-12-18,2.281233310699463,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-19,3.751966714859009,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-20,4.161547660827637,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-21,2.8962199687957764,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-22,2.8744335174560547,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2015-12-23,2.4848945140838623,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-24,2.3159244060516357,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-25,1.288214087486267,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-26,2.9590330123901367,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-27,3.4293558597564697,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-28,2.8231046199798584,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2015-12-29,2.9458625316619873,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2015-12-30,2.733980417251587,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2015-12-31,2.6462109088897705,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-01,2.590703010559082,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-01-02,3.6094987392425537,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-03,4.395360469818115,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-01-04,2.6783180236816406,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-05,2.8743510246276855,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-06,2.719190835952759,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-07,2.133467197418213,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-08,2.645130157470703,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-09,4.3888044357299805,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-10,4.851585865020752,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-11,2.921196460723877,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-12,3.014474391937256,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-13,2.716198682785034,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-14,2.984771490097046,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-15,3.289425849914551,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-16,4.215034484863281,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-17,4.2217535972595215,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-01-18,2.4813239574432373,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-01-19,2.486649990081787,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-20,2.5518460273742676,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-21,2.7871696949005127,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-22,2.5779712200164795,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-23,3.970662832260132,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-01-24,5.2415571212768555,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-01-25,2.8010945320129395,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-26,2.4481749534606934,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-01-27,2.646854877471924,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-28,2.5152976512908936,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-29,2.911766529083252,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-01-30,4.1733174324035645,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-01-31,5.182658672332764,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-01,2.5046801567077637,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-02,2.388267993927002,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-03,2.601552963256836,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-04,2.299034357070923,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-02-05,3.352691173553467,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-02-06,4.4963579177856445,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-07,3.352550506591797,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-02-08,2.8008086681365967,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-09,3.266037940979004,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-02-10,2.884561061859131,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-02-11,2.8634767532348633,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-12,2.81196928024292,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-13,4.127758979797363,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-14,4.173644065856934,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-15,3.1096928119659424,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-16,2.751094341278076,semantic_topk_model_transfer,6
FOODS_3_189,CA_2,2016-02-17,2.359569549560547,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-02-18,2.4947850704193115,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-19,3.081894636154175,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-20,4.909793853759766,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-02-21,4.422347545623779,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-22,2.4303200244903564,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-23,2.3719193935394287,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-02-24,2.327970266342163,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-25,2.2711093425750732,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-26,2.362142324447632,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-02-27,6.535511016845703,semantic_topk_model_transfer,14
FOODS_3_189,CA_2,2016-02-28,3.365588426589966,semantic_topk_model_transfer,4
FOODS_3_189,CA_2,2016-02-29,2.448711395263672,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-01,1.9108632802963257,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-02,2.628884792327881,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-03,2.7387001514434814,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-04,2.5628857612609863,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-03-05,4.117173671722412,semantic_topk_model_transfer,4
FOODS_3_189,CA_2,2016-03-06,4.418793678283691,semantic_topk_model_transfer,4
FOODS_3_189,CA_2,2016-03-07,2.8902204036712646,semantic_topk_model_transfer,4
FOODS_3_189,CA_2,2016-03-08,2.8546507358551025,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-03-09,3.077930212020874,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-10,2.6667323112487793,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-11,3.0688836574554443,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-12,6.137490272521973,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-13,2.9916982650756836,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-14,2.9348385334014893,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-15,2.9968745708465576,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-16,2.2715694904327393,semantic_topk_model_transfer,4
FOODS_3_189,CA_2,2016-03-17,2.1667556762695312,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-18,2.4327597618103027,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-19,3.061239004135132,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-20,3.082829713821411,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-21,2.7482540607452393,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-22,2.8810136318206787,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-03-23,2.4730398654937744,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-03-24,2.2222061157226562,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-25,2.4878344535827637,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-26,4.603031158447266,semantic_topk_model_transfer,3
FOODS_3_189,CA_2,2016-03-27,3.1827945709228516,semantic_topk_model_transfer,7
FOODS_3_189,CA_2,2016-03-28,2.734372138977051,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-29,2.1564009189605713,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-03-30,2.6074953079223633,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-03-31,2.5560150146484375,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-04-01,2.371380567550659,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-04-02,3.7396774291992188,semantic_topk_model_transfer,5
FOODS_3_189,CA_2,2016-04-03,4.222415447235107,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-04-04,3.024242639541626,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-05,3.261589288711548,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-04-06,3.0276057720184326,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-07,2.8231239318847656,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-08,2.7520854473114014,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-09,4.861812114715576,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-10,3.8859646320343018,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-04-11,3.130862236022949,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-12,2.7313852310180664,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-13,2.7027573585510254,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-14,2.5427849292755127,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-15,3.1909971237182617,semantic_topk_model_transfer,1
FOODS_3_189,CA_2,2016-04-16,3.9755916595458984,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-17,4.121754169464111,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-04-18,3.0860960483551025,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-19,3.1799213886260986,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-20,2.6308908462524414,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-21,2.1237313747406006,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-22,2.617032289505005,semantic_topk_model_transfer,0
FOODS_3_189,CA_2,2016-04-23,4.182287216186523,semantic_topk_model_transfer,2
FOODS_3_189,CA_2,2016-04-24,3.443321704864502,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-11-04,6.142857142857143,visible_launch_fallback,9
FOODS_3_439,CA_2,2015-11-05,6.142857142857143,visible_launch_fallback,4
FOODS_3_439,CA_2,2015-11-06,6.142857142857143,visible_launch_fallback,6
FOODS_3_439,CA_2,2015-11-07,6.142857142857143,visible_launch_fallback,10
FOODS_3_439,CA_2,2015-11-08,6.142857142857143,visible_launch_fallback,5
FOODS_3_439,CA_2,2015-11-09,6.142857142857143,visible_launch_fallback,6
FOODS_3_439,CA_2,2015-11-10,6.142857142857143,visible_launch_fallback,0
FOODS_3_439,CA_2,2015-11-11,6.142857142857143,visible_launch_fallback,4
FOODS_3_439,CA_2,2015-11-12,6.142857142857143,visible_launch_fallback,2
FOODS_3_439,CA_2,2015-11-13,6.142857142857143,visible_launch_fallback,6
FOODS_3_439,CA_2,2015-11-14,6.142857142857143,visible_launch_fallback,11
FOODS_3_439,CA_2,2015-11-15,6.142857142857143,visible_launch_fallback,14
FOODS_3_439,CA_2,2015-11-16,6.142857142857143,visible_launch_fallback,7
FOODS_3_439,CA_2,2015-11-17,6.142857142857143,visible_launch_fallback,3
FOODS_3_439,CA_2,2015-11-18,6.142857142857143,visible_launch_fallback,4
FOODS_3_439,CA_2,2015-11-19,6.142857142857143,visible_launch_fallback,1
FOODS_3_439,CA_2,2015-11-20,6.142857142857143,visible_launch_fallback,0
FOODS_3_439,CA_2,2015-11-21,6.142857142857143,visible_launch_fallback,11
FOODS_3_439,CA_2,2015-11-22,6.142857142857143,visible_launch_fallback,12
FOODS_3_439,CA_2,2015-11-23,6.142857142857143,visible_launch_fallback,1
FOODS_3_439,CA_2,2015-11-24,6.142857142857143,visible_launch_fallback,5
FOODS_3_439,CA_2,2015-11-25,2.450313091278076,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2015-11-26,1.500341534614563,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-11-27,1.8401128053665161,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-11-28,2.9267730712890625,semantic_topk_model_transfer,14
FOODS_3_439,CA_2,2015-11-29,2.4948408603668213,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2015-11-30,2.0229289531707764,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2015-12-01,2.2331764698028564,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-12-02,2.1525473594665527,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-12-03,2.226320505142212,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2015-12-04,1.7089974880218506,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2015-12-05,2.6666300296783447,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2015-12-06,3.2931861877441406,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-07,1.8721957206726074,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2015-12-08,1.7723898887634277,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-09,1.9786070585250854,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2015-12-10,1.6272943019866943,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2015-12-11,2.155463695526123,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-12,3.0760152339935303,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-12-13,2.909087657928467,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2015-12-14,1.5593581199645996,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2015-12-15,1.7054176330566406,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2015-12-16,1.4406124353408813,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-17,1.3697054386138916,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2015-12-18,1.889153242111206,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2015-12-19,3.00272274017334,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2015-12-20,3.640347957611084,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2015-12-21,2.4758806228637695,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2015-12-22,2.473998785018921,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2015-12-23,2.122359275817871,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-12-24,2.1583504676818848,semantic_topk_model_transfer,14
FOODS_3_439,CA_2,2015-12-25,1.209220051765442,semantic_topk_model_transfer,0
FOODS_3_439,CA_2,2015-12-26,2.698307991027832,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2015-12-27,3.0930967330932617,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2015-12-28,2.4313225746154785,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-29,2.498772621154785,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2015-12-30,2.3235673904418945,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2015-12-31,2.3743693828582764,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-01-01,2.280115842819214,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-01-02,3.1768248081207275,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-01-03,3.768375873565674,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-01-04,2.4391534328460693,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-01-05,2.7218289375305176,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-01-06,2.607393503189087,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-01-07,2.1339845657348633,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-01-08,2.1221978664398193,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-01-09,3.7694554328918457,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-01-10,4.212510585784912,semantic_topk_model_transfer,11
FOODS_3_439,CA_2,2016-01-11,2.5213937759399414,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-01-12,2.557806968688965,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-01-13,2.5688107013702393,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-01-14,2.8178839683532715,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-01-15,2.884772539138794,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-01-16,3.5040860176086426,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-01-17,3.956295967102051,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-01-18,2.474231004714966,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-01-19,2.2616758346557617,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-01-20,2.362952709197998,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-01-21,2.447990894317627,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-01-22,2.2149646282196045,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-01-23,3.5692479610443115,semantic_topk_model_transfer,11
FOODS_3_439,CA_2,2016-01-24,4.512213706970215,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-01-25,2.4997777938842773,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-01-26,2.149240255355835,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-01-27,2.5333352088928223,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-01-28,2.571753978729248,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-01-29,2.930044174194336,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-01-30,3.6139800548553467,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-01-31,4.660987377166748,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-02-01,2.376647710800171,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-02-02,2.2172152996063232,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-02-03,2.4893574714660645,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-02-04,2.319681167602539,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-02-05,3.1562483310699463,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-02-06,3.838881254196167,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-02-07,2.8928887844085693,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-02-08,2.718095302581787,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-02-09,3.269926071166992,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-02-10,2.9290075302124023,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-02-11,2.791166305541992,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-02-12,2.8391799926757812,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-02-13,3.8133275508880615,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-02-14,4.07095193862915,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-02-15,3.2606170177459717,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-02-16,3.0666589736938477,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-02-17,2.628706455230713,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-02-18,2.948979377746582,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-02-19,3.4000487327575684,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-02-20,4.852128982543945,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-02-21,4.159933090209961,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-02-22,2.897233486175537,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-02-23,3.231924057006836,semantic_topk_model_transfer,0
FOODS_3_439,CA_2,2016-02-24,3.206801176071167,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-02-25,2.579684257507324,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-02-26,2.6477155685424805,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-02-27,6.1759467124938965,semantic_topk_model_transfer,14
FOODS_3_439,CA_2,2016-02-28,3.0355417728424072,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-02-29,2.7387866973876953,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-01,1.9548856019973755,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-03-02,2.5877633094787598,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-03,2.809203624725342,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-03-04,2.420091152191162,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-05,3.7049317359924316,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-06,3.798626661300659,semantic_topk_model_transfer,11
FOODS_3_439,CA_2,2016-03-07,2.7206337451934814,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-08,3.1457762718200684,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-09,2.873636484146118,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-03-10,2.4017975330352783,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-11,2.965089797973633,semantic_topk_model_transfer,10
FOODS_3_439,CA_2,2016-03-12,5.771751403808594,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-13,2.619154691696167,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-03-14,2.5500025749206543,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-03-15,2.736415147781372,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-16,2.204887866973877,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-03-17,2.2153091430664062,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-18,2.3234622478485107,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-19,2.784156084060669,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-20,2.9590020179748535,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-03-21,2.715878486633301,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-03-22,3.190380334854126,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-03-23,2.5522358417510986,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-24,2.14300274848938,semantic_topk_model_transfer,8
